ID,DATEKEY,TRANSACTION_ID,CUSTOMER_ID,STORE_ID,PROMOTION_ID,CATEGORY_ID,PRODUCT_ID,TRANSACTION_TIME,QUANTITY,TOTAL_AMOUNT,TIME_HOUR
3001,20230301,3001,193,4,14,105,10101,02:05:57,1,3.5,2
3001,20230301,3001,193,4,14,105,10108,02:05:57,1,3.0,2
3001,20230301,3001,193,4,14,105,110109,02:05:57,1,4.5,2
3001,20230301,3001,193,4,14,105,10403,02:05:57,3,12.0,2
3001,20230301,3001,193,4,14,105,10102,02:05:57,2,8.0,2
3001,20230301,3001,193,4,14,105,10301,02:05:57,1,1.5,2
3001,20230301,3001,193,4,14,105,10201,02:05:57,3,6.0,2
3002,20230909,3002,149,5,14,105,10101,05:01:23,1,3.5,5
3002,20230909,3002,149,5,14,105,10108,05:01:23,1,3.0,5
3002,20230909,3002,149,5,14,105,10103,05:01:23,2,6.0,5
3002,20230909,3002,149,5,14,105,10203,05:01:23,1,3.5,5
3002,20230909,3002,149,5,14,105,10202,05:01:23,1,10.0,5
3002,20230909,3002,149,5,14,105,110109,05:01:23,2,9.0,5
3002,20230909,3002,149,5,14,105,10107,05:01:23,1,4.0,5
3002,20230909,3002,149,5,14,105,110103,05:01:23,1,3.0,5
3003,20231018,3003,104,1,10,105,10101,18:01:07,1,3.5,18
3003,20231018,3003,104,1,10,105,10108,18:01:07,1,3.0,18
3003,20231018,3003,104,1,10,105,10204,18:01:07,1,4.0,18
3003,20231018,3003,104,1,10,105,10402,18:01:07,3,7.5,18
3004,20230618,3004,188,4,22,105,10101,13:04:59,1,3.5,13
3004,20230618,3004,188,4,22,105,10108,13:04:59,1,3.0,13
3004,20230618,3004,188,4,22,105,110107,13:04:59,3,12.0,13
3004,20230618,3004,188,4,22,105,10104,13:04:59,2,5.0,13
3004,20230618,3004,188,4,22,105,10105,13:04:59,3,6.0,13
3004,20230618,3004,188,4,22,105,10101,13:04:59,2,7.0,13
3004,20230618,3004,188,4,22,105,10205,13:04:59,1,5.0,13
3004,20230618,3004,188,4,22,105,110109,13:04:59,2,9.0,13
3004,20230618,3004,188,4,22,105,10107,13:04:59,1,4.0,13
3004,20230618,3004,188,4,22,105,110202,13:04:59,2,20.0,13
3005,20230314,3005,15,4,7,105,10101,09:43:42,1,3.5,9
3005,20230314,3005,15,4,7,105,10108,09:43:42,1,3.0,9
3005,20230314,3005,15,4,7,105,110402,09:43:42,3,7.5,9
3005,20230314,3005,15,4,7,105,110203,09:43:42,3,10.5,9
3005,20230314,3005,15,4,7,105,10303,09:43:42,1,2.5,9
3005,20230314,3005,15,4,7,105,110106,09:43:42,3,3.6,9
3005,20230314,3005,15,4,7,105,110102,09:43:42,1,4.0,9
3005,20230314,3005,15,4,7,105,10108,09:43:42,2,6.0,9
3006,20230824,3006,28,1,2,105,10101,09:58:47,1,3.5,9
3006,20230824,3006,28,1,2,105,10108,09:58:47,1,3.0,9
3006,20230824,3006,28,1,2,105,110203,09:58:47,2,7.0,9
3006,20230824,3006,28,1,2,105,110103,09:58:47,3,9.0,9
3006,20230824,3006,28,1,2,105,110104,09:58:47,2,5.0,9
3006,20230824,3006,28,1,2,105,110109,09:58:47,3,13.5,9
3006,20230824,3006,28,1,2,105,10404,09:58:47,1,1.5,9
3006,20230824,3006,28,1,2,105,10204,09:58:47,3,12.0,9
3007,20230918,3007,191,5,6,105,10101,22:22:27,1,3.5,22
3007,20230918,3007,191,5,6,105,10108,22:22:27,1,3.0,22
3007,20230918,3007,191,5,6,105,110204,22:22:27,3,12.0,22
3007,20230918,3007,191,5,6,105,10104,22:22:27,3,7.5,22
3007,20230918,3007,191,5,6,105,110108,22:22:27,1,3.0,22
3007,20230918,3007,191,5,6,105,10404,22:22:27,1,1.5,22
3008,20231104,3008,173,3,9,105,10101,06:48:05,1,3.5,6
3008,20231104,3008,173,3,9,105,10108,06:48:05,1,3.0,6
3008,20231104,3008,173,3,9,105,10202,06:48:05,3,30.0,6
3008,20231104,3008,173,3,9,105,10301,06:48:05,2,3.0,6
