ID,DATEKEY,TRANSACTION_ID,CUSTOMER_ID,STORE_ID,PROMOTION_ID,CATEGORY_ID,PRODUCT_ID,TRANSACTION_TIME,QUANTITY,TOTAL_AMOUNT,TIME_HOUR
5001,20230917,5001,192,4,17,105,10402,15:15:09,4,10.0,15
5001,20230917,5001,192,4,17,105,110202,15:15:09,4,40.0,15
5001,20230917,5001,192,4,17,105,110105,15:15:09,3,6.0,15
5001,20230917,5001,192,4,17,105,110104,15:15:09,4,10.0,15
5001,20230917,5001,192,4,17,105,10202,15:15:09,4,40.0,15
5001,20230917,5001,192,4,17,105,110404,15:15:09,2,3.0,15
5002,20230401,5002,75,4,9,105,10301,07:19:13,4,6.0,7
5002,20230401,5002,75,4,9,105,110205,07:19:13,3,15.0,7
5002,20230401,5002,75,4,9,105,110105,07:19:13,4,8.0,7
5002,20230401,5002,75,4,9,105,10103,07:19:13,2,6.0,7
5002,20230401,5002,75,4,9,105,10303,07:19:13,3,7.5,7
5002,20230401,5002,75,4,9,105,10204,07:19:13,4,16.0,7
5002,20230401,5002,75,4,9,105,10302,07:19:13,1,3.0,7
5003,20230219,5003,155,2,15,105,110402,07:23:50,2,5.0,7
5003,20230219,5003,155,2,15,105,110303,07:23:50,4,10.0,7
5003,20230219,5003,155,2,15,105,10104,07:23:50,3,7.5,7
5003,20230219,5003,155,2,15,105,110205,07:23:50,2,10.0,7
5004,20230325,5004,153,3,7,105,110105,02:30:13,2,4.0,2
5004,20230325,5004,153,3,7,105,110205,02:30:13,2,10.0,2
5004,20230325,5004,153,3,7,105,10201,02:30:13,2,4.0,2
5004,20230325,5004,153,3,7,105,10106,02:30:13,1,1.2,2
5004,20230325,5004,153,3,7,105,110302,02:30:13,3,9.0,2
5005,20230711,5005,135,1,24,105,10105,13:07:46,4,8.0,13
5005,20230711,5005,135,1,24,105,10303,13:07:46,2,5.0,13
5005,20230711,5005,135,1,24,105,110301,13:07:46,1,1.5,13
5005,20230711,5005,135,1,24,105,110103,13:07:46,1,3.0,13
5005,20230711,5005,135,1,24,105,110201,13:07:46,2,4.0,13
5006,20231107,5006,192,3,2,105,110203,17:58:19,4,14.0,17
5006,20231107,5006,192,3,2,105,110206,17:58:19,1,3.0,17
5006,20231107,5006,192,3,2,105,110102,17:58:19,2,8.0,17
5006,20231107,5006,192,3,2,105,110202,17:58:19,2,20.0,17
5006,20231107,5006,192,3,2,105,10201,17:58:19,3,6.0,17
5007,20231218,5007,42,1,13,105,110105,19:48:03,2,4.0,19
5007,20231218,5007,42,1,13,105,110404,19:48:03,3,4.5,19
5007,20231218,5007,42,1,13,105,110103,19:48:03,2,6.0,19
5007,20231218,5007,42,1,13,105,10403,19:48:03,3,12.0,19
5008,20231004,5008,11,2,21,105,10206,22:21:21,2,6.0,22
5008,20231004,5008,11,2,21,105,110104,22:21:21,4,10.0,22
5008,20231004,5008,11,2,21,105,10106,22:21:21,4,4.8,22
5008,20231004,5008,11,2,21,105,110201,22:21:21,1,2.0,22
5008,20231004,5008,11,2,21,105,110206,22:21:21,4,12.0,22
5008,20231004,5008,11,2,21,105,10105,22:21:21,4,8.0,22
5008,20231004,5008,11,2,21,105,110203,22:21:21,4,14.0,22
5009,20231025,5009,39,2,14,105,10401,08:43:58,4,12.0,8
5009,20231025,5009,39,2,14,105,10402,08:43:58,3,7.5,8
5009,20231025,5009,39,2,14,105,110102,08:43:58,2,8.0,8
5009,20231025,5009,39,2,14,105,10403,08:43:58,3,12.0,8
5009,20231025,5009,39,2,14,105,10106,08:43:58,1,1.2,8
5009,20231025,5009,39,2,14,105,10404,08:43:58,2,3.0,8
5009,20231025,5009,39,2,14,105,110301,08:43:58,1,1.5,8
5009,20231025,5009,39,2,14,105,10303,08:43:58,4,10.0,8
5010,20230210,5010,15,4,17,105,10402,18:45:14,2,5.0,18
5010,20230210,5010,15,4,17,105,110106,18:45:14,2,2.4,18
5010,20230210,5010,15,4,17,105,110204,18:45:14,3,12.0,18
5010,20230210,5010,15,4,17,105,110401,18:45:14,2,6.0,18
5010,20230210,5010,15,4,17,105,10403,18:45:14,4,16.0,18
5010,20230210,5010,15,4,17,105,10303,18:45:14,1,2.5,18
5010,20230210,5010,15,4,17,105,110105,18:45:14,1,2.0,18
5011,20230620,5011,128,2,12,105,10301,22:31:15,3,4.5,22
5011,20230620,5011,128,2,12,105,110106,22:31:15,1,1.2,22
5011,20230620,5011,128,2,12,105,110202,22:31:15,1,10.0,22
5011,20230620,5011,128,2,12,105,10302,22:31:15,1,3.0,22
5011,20230620,5011,128,2,12,105,110103,22:31:15,4,12.0,22
5012,20230222,5012,83,5,4,105,110201,21:46:35,1,2.0,21
5012,20230222,5012,83,5,4,105,10104,21:46:35,2,5.0,21
5012,20230222,5012,83,5,4,105,110204,21:46:35,1,4.0,21
5012,20230222,5012,83,5,4,105,10302,21:46:35,1,3.0,21
5012,20230222,5012,83,5,4,105,10203,21:46:35,4,14.0,21
5012,20230222,5012,83,5,4,105,110402,21:46:35,4,10.0,21
5013,20230621,5013,81,2,19,105,110402,15:51:57,2,5.0,15
5013,20230621,5013,81,2,19,105,110102,15:51:57,3,12.0,15
5013,20230621,5013,81,2,19,105,110105,15:51:57,4,8.0,15
5013,20230621,5013,81,2,19,105,10104,15:51:57,2,5.0,15
5013,20230621,5013,81,2,19,105,10205,15:51:57,1,5.0,15
5014,20230818,5014,53,3,23,105,10103,16:40:44,1,3.0,16
5014,20230818,5014,53,3,23,105,10201,16:40:44,2,4.0,16
5014,20230818,5014,53,3,23,105,10402,16:40:44,2,5.0,16
5014,20230818,5014,53,3,23,105,10105,16:40:44,1,2.0,16
5014,20230818,5014,53,3,23,105,110402,16:40:44,4,10.0,16
5014,20230818,5014,53,3,23,105,110204,16:40:44,1,4.0,16
5014,20230818,5014,53,3,23,105,110103,16:40:44,3,9.0,16
5014,20230818,5014,53,3,23,105,10206,16:40:44,1,3.0,16
5015,20230323,5015,123,1,15,105,110106,17:10:13,2,2.4,17
5015,20230323,5015,123,1,15,105,10201,17:10:13,4,8.0,17
5015,20230323,5015,123,1,15,105,110302,17:10:13,1,3.0,17
5016,20230320,5016,6,3,16,105,110404,14:23:07,4,6.0,14
5016,20230320,5016,6,3,16,105,110103,14:23:07,3,9.0,14
5016,20230320,5016,6,3,16,105,10205,14:23:07,1,5.0,14
5017,20230624,5017,174,2,9,105,10202,00:48:06,4,40.0,0
5017,20230624,5017,174,2,9,105,110303,00:48:06,3,7.5,0
5017,20230624,5017,174,2,9,105,110404,00:48:06,1,1.5,0
5017,20230624,5017,174,2,9,105,10404,00:48:06,1,1.5,0
5018,20230430,5018,67,5,2,105,10202,20:17:02,4,40.0,20
5018,20230430,5018,67,5,2,105,10402,20:17:02,1,2.5,20
5018,20230430,5018,67,5,2,105,10203,20:17:02,2,7.0,20
5018,20230430,5018,67,5,2,105,10403,20:17:02,2,8.0,20
5018,20230430,5018,67,5,2,105,110301,20:17:02,2,3.0,20
5018,20230430,5018,67,5,2,105,110103,20:17:02,2,6.0,20
5019,20231016,5019,138,4,23,105,110403,20:34:11,2,8.0,20
5019,20231016,5019,138,4,23,105,10103,20:34:11,4,12.0,20
5019,20231016,5019,138,4,23,105,10102,20:34:11,4,16.0,20
5020,20230630,5020,98,5,2,105,110206,00:31:04,2,6.0,0
5020,20230630,5020,98,5,2,105,110401,00:31:04,2,6.0,0
5020,20230630,5020,98,5,2,105,10204,00:31:04,4,16.0,0
5020,20230630,5020,98,5,2,105,10404,00:31:04,4,6.0,0
5020,20230630,5020,98,5,2,105,10102,00:31:04,1,4.0,0
5020,20230630,5020,98,5,2,105,10301,00:31:04,4,6.0,0
5021,20230927,5021,132,1,20,105,110103,20:08:09,1,3.0,20
5021,20230927,5021,132,1,20,105,110102,20:08:09,2,8.0,20
5021,20230927,5021,132,1,20,105,110401,20:08:09,3,9.0,20
5021,20230927,5021,132,1,20,105,10302,20:08:09,4,12.0,20
5022,20231014,5022,193,2,6,105,110201,10:21:16,4,8.0,10
5022,20231014,5022,193,2,6,105,10202,10:21:16,2,20.0,10
5022,20231014,5022,193,2,6,105,10106,10:21:16,4,4.8,10
5023,20230111,5023,105,5,4,105,110303,16:19:51,4,10.0,16
