ID,DATEKEY,TRANSACTION_ID,CUSTOMER_ID,STORE_ID,PROMOTION_ID,CATEGORY_ID,PRODUCT_ID,TRANSACTION_TIME,QUANTITY,TOTAL_AMOUNT,TIME_HOUR
4001,20230612,4001,100,5,5,404,40403,11:54:36,1,50.0,11
4001,20230612,4001,100,5,5,404,40201,11:54:36,1,400.0,11
4001,20230612,4001,100,5,5,404,40102,11:54:36,1,150.0,11
4002,20230402,4002,17,4,9,304,130101,00:45:39,2,30.0,0
4002,20230402,4002,17,4,9,304,30103,00:45:39,2,120.0,0
4002,20230402,4002,17,4,9,304,30105,00:45:39,1,25.0,0
4003,20230511,4003,176,2,21,404,140102,05:51:18,2,300.0,5
4003,20230511,4003,176,2,21,404,40201,05:51:18,1,400.0,5
4003,20230511,4003,176,2,21,404,40103,05:51:18,1,200.0,5
4003,20230511,4003,176,2,21,404,140103,05:51:18,2,400.0,5
4003,20230511,4003,176,2,21,404,40101,05:51:18,1,500.0,5
4004,20230529,4004,16,4,1,503,150102,02:29:23,1,40.0,2
4004,20230529,4004,16,4,1,503,150103,02:29:23,2,100.0,2
4004,20230529,4004,16,4,1,503,50202,02:29:23,2,70.0,2
4004,20230529,4004,16,4,1,503,50201,02:29:23,1,20.0,2
4004,20230529,4004,16,4,1,503,50102,02:29:23,2,80.0,2
4005,20231011,4005,171,4,7,204,20303,08:16:35,1,1299.0,8
4005,20231011,4005,171,4,7,204,20204,08:16:35,1,25.0,8
4006,20230925,4006,15,3,7,404,40202,11:40:42,2,700.0,11
4006,20230925,4006,15,3,7,404,140403,11:40:42,1,50.0,11
4006,20230925,4006,15,3,7,404,140201,11:40:42,1,400.0,11
4007,20231109,4007,44,1,17,703,170301,01:46:50,2,40.0,1
4007,20231109,4007,44,1,17,703,170103,01:46:50,1,3.5,1
4007,20231109,4007,44,1,17,703,170203,01:46:50,1,80.0,1
4008,20230331,4008,116,3,1,204,20101,18:32:19,1,999.0,18
4008,20230331,4008,116,3,1,204,20201,18:32:19,1,20.0,18
4009,20231122,4009,113,5,11,703,70202,19:30:22,1,30.0,19
4009,20231122,4009,113,5,11,703,70201,19:30:22,1,25.0,19
4010,20230220,4010,134,2,12,304,30205,17:04:57,2,90.0,17
4010,20230220,4010,134,2,12,304,30105,17:04:57,1,25.0,17
4010,20230220,4010,134,2,12,304,130103,17:04:57,2,120.0,17
4010,20230220,4010,134,2,12,304,130205,17:04:57,2,90.0,17
4011,20230824,4011,96,5,19,204,20303,12:26:06,1,1299.0,12
4011,20230824,4011,96,5,19,204,20204,12:26:06,1,25.0,12
4012,20230203,4012,138,4,10,204,120304,19:56:03,2,1998.0,19
4012,20230203,4012,138,4,10,204,20304,19:56:03,2,1998.0,19
4012,20230203,4012,138,4,10,204,20401,19:56:03,2,998.0,19
4012,20230203,4012,138,4,10,204,120204,19:56:03,2,50.0,19
4013,20231126,4013,27,2,10,404,40201,23:09:14,1,400.0,23
4013,20231126,4013,27,2,10,404,40202,23:09:14,1,350.0,23
4014,20230304,4014,91,1,19,404,40201,21:40:48,1,400.0,21
4014,20230304,4014,91,1,19,404,140103,21:40:48,2,400.0,21
4014,20230304,4014,91,1,19,404,140201,21:40:48,2,800.0,21
4014,20230304,4014,91,1,19,404,40403,21:40:48,2,100.0,21
4015,20230411,4015,28,2,18,703,70104,13:14:12,2,10.0,13
4015,20230411,4015,28,2,18,703,70201,13:14:12,1,25.0,13
4015,20230411,4015,28,2,18,703,170204,13:14:12,2,60.0,13
4015,20230411,4015,28,2,18,703,70301,13:14:12,2,40.0,13
4015,20230411,4015,28,2,18,703,170301,13:14:12,1,20.0,13
4016,20231031,4016,170,3,16,703,70202,15:17:52,1,30.0,15
4016,20231031,4016,170,3,16,703,70201,15:17:52,1,25.0,15
4017,20230322,4017,173,2,1,703,170101,01:50:26,1,2.5,1
4017,20230322,4017,173,2,1,703,70204,01:50:26,1,30.0,1
4017,20230322,4017,173,2,1,703,70206,01:50:26,1,80.0,1
4017,20230322,4017,173,2,1,703,170102,01:50:26,1,10.0,1
4018,20230902,4018,97,1,15,204,120103,19:28:11,2,1398.0,19
4018,20230902,4018,97,1,15,204,20401,19:28:11,1,499.0,19
4018,20230902,4018,97,1,15,204,120203,19:28:11,2,60.0,19
4018,20230902,4018,97,1,15,204,120303,19:28:11,1,1299.0,19
4019,20230720,4019,139,1,16,703,170204,11:37:41,2,60.0,11
4019,20230720,4019,139,1,16,703,170206,11:37:41,2,160.0,11
4019,20230720,4019,139,1,16,703,170301,11:37:41,1,20.0,11
4020,20230212,4020,169,1,23,304,130104,18:57:03,1,40.0,18
4020,20230212,4020,169,1,23,304,30103,18:57:03,2,120.0,18
4020,20230212,4020,169,1,23,304,130105,18:57:03,1,25.0,18
4020,20230212,4020,169,1,23,304,130101,18:57:03,2,30.0,18
4021,20230709,4021,105,3,22,703,70202,07:45:01,1,30.0,7
4021,20230709,4021,105,3,22,703,70201,07:45:01,1,25.0,7
4022,20231009,4022,173,1,9,603,160302,05:04:34,1,50.0,5
4022,20231009,4022,173,1,9,603,60303,05:04:34,2,40.0,5
4022,20231009,4022,173,1,9,603,60302,05:04:34,2,100.0,5
4023,20230204,4023,154,3,20,603,60102,20:01:11,1,15.0,20
4023,20230204,4023,154,3,20,603,60101,20:01:11,1,30.0,20
4024,20230528,4024,163,4,18,603,60103,07:48:13,1,20.0,7
4024,20230528,4024,163,4,18,603,160302,07:48:13,1,50.0,7
4024,20230528,4024,163,4,18,603,60302,07:48:13,2,100.0,7
4024,20230528,4024,163,4,18,603,160103,07:48:13,2,40.0,7
4025,20230627,4025,6,1,20,404,40101,12:34:43,1,500.0,12
4025,20230627,4025,6,1,20,404,40102,12:34:43,1,150.0,12
4026,20231206,4026,104,4,19,703,70301,15:30:33,1,20.0,15
4026,20231206,4026,104,4,19,703,170205,15:30:33,1,50.0,15
4026,20231206,4026,104,4,19,703,170102,15:30:33,2,20.0,15
4026,20231206,4026,104,4,19,703,70201,15:30:33,1,25.0,15
4027,20230205,4027,120,4,16,204,20304,12:01:13,2,1998.0,12
4027,20230205,4027,120,4,16,204,20101,12:01:13,2,1998.0,12
4027,20230205,4027,120,4,16,204,20303,12:01:13,1,1299.0,12
4027,20230205,4027,120,4,16,204,20203,12:01:13,1,30.0,12
4027,20230205,4027,120,4,16,204,20103,12:01:13,2,1398.0,12
4028,20230718,4028,18,1,13,204,20101,18:55:07,1,999.0,18
4028,20230718,4028,18,1,13,204,20201,18:55:07,1,20.0,18
4029,20230110,4029,131,3,4,603,60102,13:24:33,1,15.0,13
4029,20230110,4029,131,3,4,603,60101,13:24:33,1,30.0,13
4030,20230131,4030,19,3,9,204,120401,23:54:07,2,998.0,23
4030,20230131,4030,19,3,9,204,20101,23:54:07,1,999.0,23
4030,20230131,4030,19,3,9,204,20104,23:54:07,2,1098.0,23
4030,20230131,4030,19,3,9,204,120201,23:54:07,2,40.0,23
4030,20230131,4030,19,3,9,204,20204,23:54:07,2,50.0,23
4031,20230623,4031,169,4,20,503,150202,04:36:38,2,70.0,4
4031,20230623,4031,169,4,20,503,150101,04:36:38,2,200.0,4
4031,20230623,4031,169,4,20,503,50101,04:36:38,1,100.0,4
4031,20230623,4031,169,4,20,503,150102,04:36:38,2,80.0,4
4032,20230209,4032,180,3,17,603,60102,14:33:35,1,15.0,14
4032,20230209,4032,180,3,17,603,60101,14:33:35,1,30.0,14
4033,20231216,4033,85,3,10,703,170201,03:58:47,1,25.0,3
4033,20231216,4033,85,3,10,703,70206,03:58:47,2,160.0,3
4033,20231216,4033,85,3,10,703,70103,03:58:47,2,7.0,3
4033,20231216,4033,85,3,10,703,70104,03:58:47,2,10.0,3
4033,20231216,4033,85,3,10,703,170101,03:58:47,1,2.5,3
4034,20230512,4034,127,2,3,703,70102,08:10:54,1,10.0,8
4034,20230512,4034,127,2,3,703,70205,08:10:54,1,50.0,8
4034,20230512,4034,127,2,3,703,170104,08:10:54,2,10.0,8
4034,20230512,4034,127,2,3,703,170206,08:10:54,2,160.0,8
4035,20230127,4035,137,1,19,603,60102,13:58:18,1,15.0,13
4035,20230127,4035,137,1,19,603,60302,13:58:18,2,100.0,13
4035,20230127,4035,137,1,19,603,60101,13:58:18,2,60.0,13
4035,20230127,4035,137,1,19,603,160302,13:58:18,1,50.0,13
4035,20230127,4035,137,1,19,603,160303,13:58:18,1,20.0,13
4036,20230330,4036,94,3,7,503,50103,08:25:29,1,50.0,8
4036,20230330,4036,94,3,7,503,50202,08:25:29,2,70.0,8
4036,20230330,4036,94,3,7,503,150103,08:25:29,2,100.0,8
4036,20230330,4036,94,3,7,503,50201,08:25:29,1,20.0,8
4037,20230715,4037,27,1,10,603,160102,11:38:20,2,30.0,11
4037,20230715,4037,27,1,10,603,160303,11:38:20,2,40.0,11
4037,20230715,4037,27,1,10,603,60103,11:38:20,2,40.0,11
4038,20230419,4038,131,3,22,204,120401,01:53:13,1,499.0,1
4038,20230419,4038,131,3,22,204,120303,01:53:13,1,1299.0,1
4038,20230419,4038,131,3,22,204,120201,01:53:13,2,40.0,1
4038,20230419,4038,131,3,22,204,20203,01:53:13,2,60.0,1
4038,20230419,4038,131,3,22,204,20104,01:53:13,2,1098.0,1
4039,20230517,4039,161,1,14,204,20303,00:27:08,1,1299.0,0
4039,20230517,4039,161,1,14,204,20204,00:27:08,1,25.0,0
4040,20230306,4040,124,4,13,603,160101,12:44:38,1,30.0,12
4040,20230306,4040,124,4,13,603,60302,12:44:38,2,100.0,12
4040,20230306,4040,124,4,13,603,160302,12:44:38,1,50.0,12
